,outlier_value,outlier_title,origin_context,centroid,covariance,fit_context,new_centroid,new_covariance,score
2829,[187.208 -24.003],paranoid android,Christopher O'Riley,[109.07904167 -28.079     ],"[[844.61743262  50.39940985]
 [ 50.39940985  29.36669258]]",John Surman_ Jack DeJohnette,[121.28777778 -20.87311111],"[[1583.86397873  -39.89976147]
 [ -39.89976147    6.0716151 ]]",1.7803579163206829
2830,[115.236 -13.274],Hornpipe,The Academy of St. Martin in the Fields / Sir Neville Marriner,[111.1400625 -19.809125 ],"[[1212.96928043   63.81649501]
 [  63.81649501   10.01048536]]",Ben E. King,[114.7492126  -13.20322047],"[[786.14309507  16.59296706]
 [ 16.59296706  10.38281793]]",0.030923535717751152
2831,[ 80.649 -17.245],Light Cavalry - Overture,Academy of St Martin-in-the-Fields/Sir Neville Marriner,[109.04228571 -20.69771429],"[[533.55677492  56.76167249]
 [ 56.76167249  27.47105778]]",Rava - Galliano - Marcotulli..,[ 94.03   -17.1495],"[[1831.4908585    34.6158045 ]
 [  34.6158045     1.96304325]]",0.3416040318706366
2832,[ 80.067 -17.806],5. Menuet I-II,The Academy of St. Martin in the Fields / Thurston Dart / Sir Neville Marriner,[145.18216667 -16.9485    ],"[[1582.22761514  -36.78597508]
 [ -36.78597508    7.04713692]]",Jack Kerouac,[ 83.08153333 -18.57686667],"[[455.25129845  35.7664456 ]
 [ 35.7664456   10.00977725]]",0.4012495639840716
2833,[ 48.049 -23.111],Didon et Enée_ Z. 626_ Acte III: La plainte de Didon,Academy Of St Martin In The Fields,[ 53.797 -20.638],"[[17.254753    6.592552  ]
 [ 6.592552    3.41850567]]",John Abercrombie and John Ruocco,[ 94.36611111 -22.86722222],"[[2.06433599e+03 4.82274136e+00]
 [4.82274136e+00 1.39767695e+00]]",1.0258971777468466
2834,[118.712 -29.793],Andante Cantabile (String Quartet No 1 In D Major,Academy/Marriner,[102.1425 -28.955 ],"[[274.54833125 -13.885241  ]
 [-13.885241     0.702245  ]]",Murray Perahia;Members of the English Chamber Orchestra,[130.19725 -29.9875 ],"[[228.08139169  15.82749012]
 [ 15.82749012   4.89504225]]",0.9150311758030424
2835,[169.6   -29.956],Symphony No. 5 in C-Sharp Minor/IV. Adagietto. Sehr langsam,David Zinman,[107.2825283  -20.53037736],"[[1572.69663895  -11.58673795]
 [ -11.58673795   13.02414939]]",Yo-Yo Ma;Peter Serkin;Peter Lieberson;Emanuel Ax,[111.3475 -25.527 ],"[[1784.31961825 -134.9100515 ]
 [-134.9100515    11.3820295 ]]",1.3792301321642575
2836,[ 60.815 -32.64 ],Wiegenlied - Mäßig langsam,David Zinman,[107.2825283  -20.53037736],"[[1572.69663895  -11.58673795]
 [ -11.58673795   13.02414939]]",Carlos Nakai,[ 90.0815     -34.01533333],"[[1052.45553058    3.4636065 ]
 [   3.4636065     6.06344122]]",1.0824472754440646
2837,[204.696 -29.415],Phantasmata:  I. The Evestrum of Juan de la Cruz in the Sagrada Famiglia at 3 A.M.,Christopher Rouse,[123.82       -24.29433333],"[[3382.42080967 -208.98745067]
 [-208.98745067   13.14347056]]",Ralph Towner_ Gary Peacock,[135.554  -25.4392],"[[2506.352751    -52.0135148 ]
 [ -52.0135148     3.42675236]]",2.158209747994565
2838,[119.338 -35.24 ],Anima Mundi (1995)/4. Lux Hiberna,David Zinman;Pittsburgh Symphony Orchestra,[124.640125 -25.658375],"[[760.25067811  11.9322618 ]
 [ 11.9322618   14.70024798]]",Carlos Nakai,[ 90.0815     -34.01533333],"[[1052.45553058    3.4636065 ]
 [   3.4636065     6.06344122]]",1.0495706941480587
2839,[222.967 -29.366],Misere_ Opus 44,Henryk Gorecki,[ 89.84610526 -24.38947368],"[[2621.73474973   80.86002984]
 [  80.86002984   60.19791304]]",Ralph Towner_ Gary Peacock,[135.554  -25.4392],"[[2506.352751    -52.0135148 ]
 [ -52.0135148     3.42675236]]",2.224920333808667
2840,[ 48.48  -18.453],Opus Number Zoo # 4: I Gattacci,Luciano Berio,[110.99133333 -21.94283333],"[[2138.53275989  102.37293961]
 [ 102.37293961   22.67242247]]",Rabih Abou-Khalil / Joachim Kühn / Jarrod Cagwin,[108.58066667 -17.07533333],"[[3.76174168e+03 6.11273642e+01]
 [6.11273642e+01 2.39470922e+00]]",1.0368155234233918
2841,[189.417 -29.158],Nocturne_ Op. 27_ No. 2 in D-Flat,Evgeny Kissin,[ 95.92444444 -25.16631111],"[[1267.89924134   -4.80737248]
 [  -4.80737248   21.38391979]]",Ralph Towner_ Gary Peacock,[135.554  -25.4392],"[[2506.352751    -52.0135148 ]
 [ -52.0135148     3.42675236]]",2.009881827065453
2842,[106.733 -24.961],Piano Concerto No. 3 in C Op. 26: Theme et variations,Evgeny Kissin/Philharmonia Orchestra/Vladimir Ashkenazy,[105.29       -22.69857143],"[[1017.45250557  -23.25634586]
 [ -23.25634586    1.6922121 ]]",Fennesz + Sakamoto,[104.565 -25.053],"[[1820.90929755    4.73226427]
 [   4.73226427    4.35353845]]",0.06557005092573859
2843,[179.86  -29.735],Scottish Air (Auld Lang Syne),Yevgeni Kissin (piano),[ 91.57027273 -25.04245455],"[[1237.0086632    22.90372003]
 [  22.90372003   22.66329016]]",Yo-Yo Ma;Edgar Meyer;Mark O'Connor,[114.34975 -26.024  ],"[[1897.05106519 -105.6511195 ]
 [-105.6511195     6.5640395 ]]",1.505989199318514
2844,[192.502 -17.549],Fantasiestucke Op. 12/Ende Vom Lied,Martha Argerich,[113.91555556 -23.56625   ],"[[1077.66468241   21.62270286]
 [  21.62270286   37.18185158]]",Dr. Lonnie Smith_ Peter Bernstein_ Billy Drummond,[149.703125 -16.057625],"[[1921.46652186  -30.22756917]
 [ -30.22756917    4.25842198]]",1.063119363010741
2845,[203.641 -19.615],Rachmaninov : Suite No.2 Op.17 : I Introduction,Martha Argerich,[113.91555556 -23.56625   ],"[[1077.66468241   21.62270286]
 [  21.62270286   37.18185158]]",Charlie Haden / Don Cherry / Ed Blackwell,[138.13966667 -20.89333333],"[[2.09207376e+03 2.50413099e+01]
 [2.50413099e+01 1.32640922e+00]]",1.512875350684796
2846,[158.161 -22.014],Ouverture e Scherzo da Ein Sommernachtstraum Op.21: Ouverture,Martha Argerich/Cristina Marton,[155.839  -22.7025],"[[5.391685   1.598697  ]
 [1.598697   0.47403325]]",John Surman_ John Abercrombie_ Drew Gress_ Jack DeJohnette,[132.184 -21.784],"[[2.75652397e+03 4.00810950e+01]
 [4.00810950e+01 1.42738567e+00]]",0.825881942751823
2847,[206.653 -21.294],Tres Romances Argentinos: Baile en Cuju,Martha Argerich/Mauricio Vallina,[155.3875 -22.771 ],"[[2.62815149e+03 7.57191435e+01]
 [7.57191435e+01 2.18153000e+00]]",John Surman_ John Abercrombie_ Drew Gress_ Jack DeJohnette,[132.184 -21.784],"[[2.75652397e+03 4.00810950e+01]
 [4.00810950e+01 1.42738567e+00]]",1.5581761937836984
2848,[157.405 -21.373],Quartet for Piano_ Violin_ Viola and Cello in C major WoO 36/3: Allegro vivace,Martha Argerich/Renaud Capuçon/Lida Chen/Gautier Capuçon,[136.6655 -23.718 ],"[[430.12686125  48.6341275 ]
 [ 48.6341275    5.499026  ]]",John Surman_ John Abercrombie_ Drew Gress_ Jack DeJohnette,[132.184 -21.784],"[[2.75652397e+03 4.00810950e+01]
 [4.00810950e+01 1.42738567e+00]]",0.4827859166864619
2849,[130.421 -23.84 ],Piano Sonata No. 16 in C K545: I.    Allegro,Martha Argerich/Piotr Anderszewski,[113.679 -27.218],"[[280.294565  56.554476]
 [ 56.554476  11.410885]]",Jascha Heifetz,[129.39677778 -23.97155556],"[[1017.17955028   40.6546141 ]
 [  40.6546141    11.98784702]]",0.04270526985231045
2850,[ 85.151 -19.89 ],Fantasiestücke for clarinet and piano Op. 73: III. Rasch und mit Feuer,Martha Argerich/Sergei Nakariakov,[ 77.081 -22.434],"[[65.124901 20.53008 ]
 [20.53008   6.471937]]",Les Misérables - 10th Anniversary Concert,[ 94.06456667 -20.3152    ],"[[1125.79560458  -10.80548652]
 [ -10.80548652    8.16356809]]",0.29135322368735694
2851,[135.657 -16.653],Quintet in Eb major for two violins_ viola_ cello & piano_ Op. 44: Allegro ma non troppo,Martha Argerich/Dora Schwarzberg/Renaud Capuçon/Nora Romanoff-Schwarzberg/Mark Dobrinskji,[ 94.5275 -20.16  ],"[[1691.63577125  144.2411565 ]
 [ 144.2411565    12.29905   ]]",Sweeney's Men,[135.26492308 -16.82769231],"[[920.58841646 -15.62199951]
 [-15.62199951   5.54430844]]",0.07997734305964109
2852,[ 90.849 -28.746],Concerto for Piano and Orchestra No. 3 Sz119: Second movement: Adagio religioso -[poco più mosso] - tempo I,Martha Argerich/Charles Dutoit/Orchestre Symphonique de Montréal,[ 79.0955 -26.3585],"[[138.14476325 -28.06148125]
 [-28.06148125   5.70015725]]",Peter Brötzman / Han Bennink,[ 93.51533333 -27.51      ],"[[112.50758589  49.77777067]
 [ 49.77777067  34.944897  ]]",0.25186346538871507
2853,[ 57.69 -27.3 ],5. Le jardin féerique,Martha Argerich / Mikhail Pletnev,[111.93933333 -27.12666667],"[[1.48496510e+03 4.61470556e+00]
 [4.61470556e+00 1.55838889e-02]]",Branford Marsalis;Orpheus Chamber Orchestra,[ 72.8252 -25.9782],"[[585.16976276  43.15851104]
 [ 43.15851104  12.56338676]]",0.6292609228903604
2854,[ 68.356 -23.032],Miserere,Katherine Jenkins,[113.1398913 -13.6135   ],"[[1190.93755501   -1.51596677]
 [  -1.51596677   18.79257725]]",Suzie Le Blanc/Teatro Lirico/Stephen Stubbs,[ 69.0692 -22.72  ],"[[436.03736316 -24.8564828 ]
 [-24.8564828    4.1170806 ]]",0.21731546972713592
2855,[ 28.355 -12.435],Laudate Dominum,Katherine Jenkins,[113.1398913 -13.6135   ],"[[1190.93755501   -1.51596677]
 [  -1.51596677   18.79257725]]",Cherryholmes,[112.841      -12.02733333],"[[3.51865407e+03 3.99434313e+01]
 [3.99434313e+01 3.01810856e+00]]",1.465311607859929
2856,[140.38  -24.382],A Different Way,Sandrine,[115.70972549  -8.64390196],"[[561.67836253   5.85636071]
 [  5.85636071   8.81964952]]",Hank Jones_ Mads Vinding_ Billy Hart,[127.392125 -23.680625],"[[898.67705161 -50.45490067]
 [-50.45490067  11.75778748]]",0.4333477033403034
2857,[ 39.924 -10.104],Deep Freeze,Sandrine,[115.70972549  -8.64390196],"[[561.67836253   5.85636071]
 [  5.85636071   8.81964952]]",Anais Mitchell [feat. The Haden Triplets],[ 80.888      -10.62666667],"[[1052.10382167   33.655001  ]
 [  33.655001      7.72155056]]",1.4493424595171231
2858,[170.431  -9.551],Hard Road (Live Version),The Shore,[140.35816667  -5.82194444],"[[646.13506581  10.86599132]
 [ 10.86599132   3.75690394]]",The Radiators (From Space),[156.97907692  -9.41430769],"[[1311.23869061  -28.96367621]
 [ -28.96367621    1.78797475]]",0.4005274795934793
2859,[218.034 -23.495],English Suite No. 1 in A Major_ BWV 806/Bourrée I,Murray Perahia,[119.60444444 -26.41293056],"[[1455.76099136    6.04467165]
 [   6.04467165   24.47049181]]",Charlie Haden / Paul Motian / Gonzalo Rubalcaba,[108.1828 -21.911 ],"[[2245.20944756  -20.3425008 ]
 [ -20.3425008     3.1788734 ]]",2.343163586726849
2860,[142.182 -38.818],"Bagatelle in A minor for Piano_ WoO 59_ ""Für Elise",Murray Perahia,[119.60444444 -26.41293056],"[[1455.76099136    6.04467165]
 [   6.04467165   24.47049181]]",Carlos Nakai,[ 90.0815     -34.01533333],"[[1052.45553058    3.4636065 ]
 [   3.4636065     6.06344122]]",2.582124867930102
2861,[104.956 -30.892],Quintet in E-flat Major for Piano and Winds_ K. 452/II.  Larghetto,Murray Perahia;Members of the English Chamber Orchestra,[130.19725 -29.9875 ],"[[228.08139169  15.82749012]
 [ 15.82749012   4.89504225]]",Carlos Nakai,[ 90.0815     -34.01533333],"[[1052.45553058    3.4636065 ]
 [   3.4636065     6.06344122]]",1.3311577167335211
2862,[170.156 -27.201],Concerto No. 9 in E-flat Major for Piano and Orchestra_ K. 271/II. Andantino,Murray Perahia;English Chamber Orchestra,[120.82669565 -25.6463913 ],"[[732.53296173  54.23411266]
 [ 54.23411266  12.45419967]]",Christopher Rouse,[123.82       -24.29433333],"[[3382.42080967 -208.98745067]
 [-208.98745067   13.14347056]]",0.8018999228495197
2863,[196.992 -22.939],Concerto in A minor for Piano and Orchestra_ Op. 54/I. Allegro affettuoso,Murray Perahia;Sir Colin Davis;Symphonie Orchester des Bayerischen Rundfunks,[120.71325 -24.914  ],"[[2270.44414669   98.08667275]
 [  98.08667275   17.973374  ]]",Alva Noto + Ryuichi Sakamoto,[152.7665 -23.2155],"[[930.78935025  24.61749975]
 [ 24.61749975   2.02419575]]",1.637778142130636
2864,[175.278 -31.577],Les Premiers Jours,Heiner Goebbels,[114.63006818 -20.33527273],"[[1846.97978379  -43.61402121]
 [ -43.61402121   26.30505861]]",Yo-Yo Ma;Peter Serkin;Peter Lieberson;Emanuel Ax,[111.3475 -25.527 ],"[[1784.31961825 -134.9100515 ]
 [-134.9100515    11.3820295 ]]",1.8821597691766117
2865,[116.525 -32.313],7. Aout 1940 - Apres-midi,Heiner Goebbels,[114.63006818 -20.33527273],"[[1846.97978379  -43.61402121]
 [ -43.61402121   26.30505861]]",Carlos Nakai,[ 90.0815     -34.01533333],"[[1052.45553058    3.4636065 ]
 [   3.4636065     6.06344122]]",1.0466792982313589
2866,[ 51.173 -23.747],Imagine You're A Dolphin,Heiner Goebbels_ Alfred 23 Harth,[ 64.15275 -18.565  ],"[[111.72850919  -1.68805375]
 [ -1.68805375  28.8282785 ]]",Eri Esittäjiä,[ 88.348      -24.37466667],"[[1449.08644167  -41.30328   ]
 [ -41.30328       2.86889789]]",1.031493047843282
2867,[140.602 -20.381],"T'allontona_ sciagurato"" No. 10 - Seguito e Strett del Finale II (Paul Charles Clarke_ Anthony Michaels-Moore_ Bruce Ford_ Coro_ Alastair Miles_ Andrea Rost)",Sir Charles Mackerras;The Hanover Band;Andrea Rost;London Voices,[ 77.18685714 -22.54192857],"[[1012.32765655   37.26563644]
 [  37.26563644   13.35864807]]",Chick Corea / Béla Fleck,[132.43741667 -20.06775   ],"[[2158.20177708   52.77022381]
 [  52.77022381    2.94195702]]",0.4360606583890546
2868,[ 46.898 -17.828],Idomeneo KV 366_ Act 2_ Scene VI: Coro: Qual nuovo terrore!,Sir Charles Mackerras/Scottish Chamber Orchestra/Edinburgh Festival Chorus,[ 78.2424 -19.7146],"[[515.75984044  -4.31133916]
 [ -4.31133916   1.47353964]]",Enrico Rava/Ran Blake,[ 92.33075 -19.005  ],"[[ 3.01989025e+03 -8.38512843e+01]
 [-8.38512843e+01  2.66150600e+00]]",0.8396064071686018
2869,[141.915 -24.939],Idomeneo KV 366_ Act 1_ Scene X: Recitativo: Spiagge romite_ e voi scoscese rupi (Idamante_ Idomeneo),Sir Charles Mackerras/Scottish Chamber Orchestra/Ian Bostridge/Lorraine Hunt Lieberson,[105.739 -25.534],"[[ 7.58434839e+02 -3.74850000e-02]
 [-3.74850000e-02  1.29762167e+00]]",Ralph Towner_ Gary Peacock,[135.554  -25.4392],"[[2506.352751    -52.0135148 ]
 [ -52.0135148     3.42675236]]",0.431759845626449
2870,[143.951 -23.955],Idomeneo KV 366_ Act 3_ Scene V: Aria: Se colà be'fati è scritto (Arbace),Sir Charles Mackerras/Scottish Chamber Orchestra/Anthony Rolfe Johnson,[126.465  -23.6475],"[[ 3.05760197e+02 -5.37694500e+00]
 [-5.37694500e+00  9.45572500e-02]]",Jascha Heifetz,[129.39677778 -23.97155556],"[[1017.17955028   40.6546141 ]
 [  40.6546141    11.98784702]]",0.48894607047004796
2871,[ 59.792 -28.495],Idomeneo KV 366_ Act 3_ Ballet: Larghetto : Annonce,Sir Charles Mackerras/Scottish Chamber Orchestra,[104.50933333 -23.873     ],"[[1008.82370122  102.85665733]
 [ 102.85665733   10.707579  ]]",Branford Marsalis;Orpheus Chamber Orchestra,[ 72.8252 -25.9782],"[[585.16976276  43.15851104]
 [ 43.15851104  12.56338676]]",0.7404339612332367
2872,[ 61.357 -22.103],Idomeneo KV 366_ Act 3_ Scene I: Aria: Zeffiretti lusinghieri (Ilia),Sir Charles Mackerras/Scottish Chamber Orchestra/Lisa Milne,[ 92.29666667 -24.34883333],"[[310.36382456  -6.81853811]
 [ -6.81853811   2.07963481]]",Suzie Le Blanc/Teatro Lirico/Stephen Stubbs,[ 69.0692 -22.72  ],"[[436.03736316 -24.8564828 ]
 [-24.8564828    4.1170806 ]]",0.3847807598948203
2873,[225.13  -9.8 ],Fractal Disco,Eftos,[123.28934043  -6.01825532],"[[1374.80636982   -3.90930242]
 [  -3.90930242   14.41142745]]",Diskjokke,[143.502    -8.91625],"[[ 3.88597590e+03 -3.19305720e+01]
 [-3.19305720e+01  1.18276969e+00]]",1.328143108811549
2874,[226.904   0.267],Nothing is (not),Eftos,[123.28934043  -6.01825532],"[[1374.80636982   -3.90930242]
 [  -3.90930242   14.41142745]]",For The Fallen Dreams,[131.46841667  -5.53866667],"[[1743.76966091  113.63952811]
 [ 113.63952811   13.60541539]]",2.291452187397563
2875,[194.629 -25.586],Fantasy in C Major_ Op. 17_ III. Langsam getragen_ durchweg leise zu halten,Alfred Brendel,[ 99.73647368 -23.43894737],"[[1154.47586999  -45.38735508]
 [ -45.38735508   15.24747368]]",Ralph Towner_ Gary Peacock,[135.554  -25.4392],"[[2506.352751    -52.0135148 ]
 [ -52.0135148     3.42675236]]",1.3742414062348038
2876,[116.816 -28.072],Quartet in E flat major_ KV 493: Larghetto,Alfred Brendel/Alban Berg Quartett/Günter Pichler/Gerhard Schulz/Thomas Kakuska/Valentin Erben,[114.0492 -25.2562],"[[275.08468716   2.45977224]
 [  2.45977224   2.82084756]]",Yo-Yo Ma;Pittsburgh Symphony Orchestra;Lorin Maazel,[106.4804 -28.172 ],"[[ 1.32130898e+03 -9.48211840e+00]
 [-9.48211840e+00  2.46581400e-01]]",0.5007616948133896
2877,[142.818 -11.461],Al Limite Del Lago,Jaime Ades,[165.39833333 -11.411     ],"[[271.88693189  -5.473045  ]
 [ -5.473045     2.15166167]]",Gregory Isaacs,[140.11081119 -11.45308392],"[[746.40447528  10.15245233]
 [ 10.15245233  12.96562214]]",0.09987460358760371
2878,[ 23.787 -31.316],Melodia Africana II,Ludovico Einaudi,[117.77549438 -26.99392135],"[[1428.26497712   38.79695937]
 [  38.79695937   32.8030513 ]]",Branford Marsalis;Orpheus Chamber Orchestra,[ 72.8252 -25.9782],"[[585.16976276  43.15851104]
 [ 43.15851104  12.56338676]]",2.1036280797641567
2879,[203.982 -16.035],Lady Labyrinth,Ludovico Einaudi,[117.77549438 -26.99392135],"[[1428.26497712   38.79695937]
 [  38.79695937   32.8030513 ]]",CHARLIE HUNTER WITH LEON PARKER,[176.51466667 -15.31266667],"[[1164.26921589   19.47540711]
 [  19.47540711    1.92535589]]",1.2333436271477884
2880,[136.998 -27.994],Resta Con Me,Ludovico Einaudi / Marco Decimo,[ 87.03966667 -25.71566667],"[[1401.69097322  -65.38043056]
 [ -65.38043056    3.06189056]]",Yo-Yo Ma;Peter Serkin;Peter Lieberson;Emanuel Ax,[111.3475 -25.527 ],"[[1784.31961825 -134.9100515 ]
 [-134.9100515    11.3820295 ]]",0.7773720101732956
2881,[139.979 -21.978],Symphony No. 39 in E flat major K543: IV.     Allegro,Scottish Chamber Orchestra/Jukka-Pekka Saraste,[ 98.47725 -23.94375],"[[633.18309219   3.93449469]
 [  3.93449469  10.59916069]]",John Surman_ John Abercrombie_ Drew Gress_ Jack DeJohnette,[132.184 -21.784],"[[2.75652397e+03 4.00810950e+01]
 [4.00810950e+01 1.42738567e+00]]",0.36590155231855753
2882,[ 65.79  -23.996],Divertimento in E flat_ K. 113 - II Andante,Scottish Chamber Orchestra/Alexander Janiczek,[118.77858333 -17.38466667],"[[566.48848924  57.06007947]
 [ 57.06007947  10.32726439]]",Eri Esittäjiä,[ 88.348      -24.37466667],"[[1449.08644167  -41.30328   ]
 [ -41.30328       2.86889789]]",0.6264636901316717
2883,[ 67.867 -26.866],Bassoon Concerto in B flat (K. 191) - Andante ma adagio,Scottish Chamber Orchestra/Alison Mitchell/Ursula Leveaux/Maximiliano Martin/Alexander Janiczek,[ 88.7734 -21.1736],"[[880.33051604  71.74578944]
 [ 71.74578944  11.03850524]]",Branford Marsalis;Orpheus Chamber Orchestra,[ 72.8252 -25.9782],"[[585.16976276  43.15851104]
 [ 43.15851104  12.56338676]]",0.26659438619531217
2884,[171.181 -26.143],Clarinet Sonata/I. Grazioso,Yo-Yo Ma,[ 91.204625 -22.31875 ],"[[1154.45513517   43.22108519]
 [  43.22108519   29.79721619]]",Ralph Towner_ Gary Peacock,[135.554  -25.4392],"[[2506.352751    -52.0135148 ]
 [ -52.0135148     3.42675236]]",0.7120147012991601
2885,[ 46.626 -36.739],Seven Tunes Heard in China/III.  Little Cabbage,Yo-Yo Ma,[ 91.204625 -22.31875 ],"[[1154.45513517   43.22108519]
 [  43.22108519   29.79721619]]",Carlos Nakai,[ 90.0815     -34.01533333],"[[1052.45553058    3.4636065 ]
 [   3.4636065     6.06344122]]",1.70137611418375
2886,[ 41.146 -21.706],Poem for Carlita,Yo-Yo Ma;Edgar Meyer;Mark O'Connor,[114.34975 -26.024  ],"[[1897.05106519 -105.6511195 ]
 [-105.6511195     6.5640395 ]]",Evan Parker_ Barry Guy_ Lawrence Casserley,[110.948      -21.28483333],"[[3.43489696e+03 3.51755145e+01]
 [3.51755145e+01 2.08148147e+00]]",1.2118470238611587
2887,[ 84.624 -21.323],When Bidden to the Wake or Fair,Yo-Yo Ma;Mark O'Connor,[ 72.383 -20.652],"[[149.842082  -8.213711]
 [ -8.213711   0.450242]]",Scottish Chamber Orchestra/Alison Mitchell/Ursula Leveaux/Maximiliano Martin/Alexander Janiczek,[ 88.7734 -21.1736],"[[880.33051604  71.74578944]
 [ 71.74578944  11.03850524]]",0.16254920645942283
2888,[133.339 -31.195],Sonata for Cello and Piano_ Op.65/Largo,Yo-Yo Ma;Emanuel Ax,[ 86.75392857 -26.761     ],"[[795.75271578   2.35631121]
 [  2.35631121   7.27806329]]",Murray Perahia;Members of the English Chamber Orchestra,[130.19725 -29.9875 ],"[[228.08139169  15.82749012]
 [ 15.82749012   4.89504225]]",0.7605947192674225
2889,[ 80.934 -21.295],Piano Quartet in E-flat Major_ Op.16/I. Grave; Allegro_ ma non troppo,Yo-Yo Ma;Isaac Stern;Jaime Laredo;Emanuel Ax,[123.395  -21.0506],"[[509.829591    12.9483914 ]
 [ 12.9483914    2.06199164]]",Yo-Yo Ma;Isaac Stern;Michael Tree;Cho-Liang Lin;Jaime Laredo;Sharon Robinson,[ 76.1885 -21.089 ],"[[439.56092575   3.8875435 ]
 [  3.8875435    0.9134445 ]]",0.34811046883835794
